English Sentences,Hindi Sentences,Word Count (English),Word Count (Hindi),Difference between Word Count (English) and Word Count (Hindi)
"With a team like Chennai Super Kings there is always expectations but I think we can take a lot of confidence from the last season going into the new one, the former Australia cricketer was quoted as saying on the CSK website.","???????? ???, ‘‘?????? ?????????? ???? ??? ?? ??? ????? ????????? ???? ??? ????? ???? ???? ?? ?? ?? ????? ???? ?? ???? ??????? ?? ???? ????",42,26,16
All this work needs to be completed in next one year.,?? ??? ?? ??? ??? ???? ?????,11,7,4
A family case is going on in the court currently.,???? ?? ????? ?????? ?????? ????? ??? ?? ??? ???,10,10,0
One had moved to the United States.,?? ??????? ??? ????,,,0
Mumbai: The news of Bollywood actor Sushant Singh Rajputs death has jolted the entire nation.,?????. ??????? ????? ?????? ???? ?????? ?? ?? ?????? ?? ?????? ?? ???? ???,15,14,1
Kerala Lottery Today Results: The Kerala state lottery department will announce the results of Karunya Plus Lottery KN-306 today.,"???? ????? ????? ????? (Kerala State Lotteries) ??, 12 ????? 2020 ?? Karunya Plus KN 307 ????? ???? ?? ????? ?? ??? ???",19,23,4
"Nine people are currently in hospital, including one person in ICU.",??????? ??? ?????? ??? ?? ??????? ???? ?? ??? ??????? ??? ????? ????,11,13,2
This makes the skin soft and supple.,"???? ????? ?????, ??????? ???? ???",7,6,1
"''We are confident that the impasse will be solved through continuous talks,'' he said",???? ???? ?? ?? ???? ?????? ?? ???? ??????,14,9,5
"""Pakistan Prime Minister Shahid Khaqan Abbasi has said the upcoming general elections would be conducted by """"aliens"""", triggering a sharp reaction from the Election Commission which advised him to stay away from making """"irresponsible statements"""", according to a media report.""",?????????? ???????????? ????? ????? ??????? ?? ??? ?? ?? ???? ?? ????? ????? ???????? ???? ?? ???? ?? ???? ?? ????? ???? ?? ?????? ???-???????????? ?????? ?? ???? ?? ??? ???,40,31,9
I grew up hearing about the record of him bowling 21 consecutive maiden overs in a Test.,??? ????? ??? ???? ?????? 21 ???? ??? ?????? ?? ??????? ?? ????? ???? ????,17,15,2
"And he commanded them, saying, Thus shall ye speak unto my lord Esau. Thy servant Jacob saith thus, I have sojourned with Laban, and stayed there until now:","?? ????? ?? ????? ?? ???: ??, ????? ??? ???? ????- ??????? ?? ???, ??????? ???,",28,16,12
"""There are investigations against former Haryana Chief Minister Bhupinder Singh Hooda and Congress president Rahul Gandhis brother-in-law Robert Vadra for alleged irregularities in land deals in the State.",’ ??????? ?? ????? ??????????? ???????? ???? ?????? ?? ???????? ??????? ????? ????? ?? ????? ?????? ?????? ?? ????? ????? ??? ???? ????? ??? ???? ????????? ?? ???? ???? ?? ??? ???,28,32,4
Its a religion over there.,??????? ???? ???,,,0
JDU wants Tejaswi's resignation but Lalu won't budge on it.,?????? ??????? ?? ??????? ????? ????? ???? ???? ??? ????? ???? ????,10,12,2
"After about ten minutes, the agitated opposition members returned near their seat but did not occupy it",???? ?? ???? ?? ??? ???????? ??????? ????? ???? ????????? ???? ????? ?? ???? ???????? ?? ???1?? ????? ?????? ?? ???? ???? ???? ?? ??? ??? ???? ???,17,28,11
"I acquired a firm faith in God, I tasted of the nectar of the communion with the Brahma in place of worldly pleasures.",???? ????? ??? ????? ?????? ?? ???? ???????? ????? ?? ??????? ??? ?????? ?? ????????? ?? ??????? ???? ????,23,19,4
"""The second one was about a woman complaining because three minivans with six bearded men pulled up and started interrogating her on the spot for talking to a man who wasn't related to her.","?? ????? ?? ?? ??? ?? ???? ??? ?? ?????? ?? ??? ?? ??????? ??? ??????? ?? ?? ????? ???? ????, ??? ???? ?? ???? ?? ?????? ???? ?? ?? ??? ???? ?? ??????? ?? ???? ?? ???? ????????? ? ???",34,41,7
"""His people had no answer except saying: """"Expel the family of Lot from your city. They are a people who would (rather) be pure!""""""","""?????? ???? ???? ?? ????? ?? ????? ???? ???? ??? ? ?? ?? ???????? ???, """"????? ???? ??? ??? ?? ??????? ?? ???? ????? ??? ?? ??? ?????? ?? ???? ????? ???? ??!""""""",24,33,9
Govt repeals Articles 370. Rajya Sabha passes Jammu and Kashmir Reorganisation Bill,????? ?? ?????-?????? ?? ????? ????? ?? ????? ???? ???? ???????? 370 ?? ???? ???? ?? ????? ??,12,18,6
No one can create an atmosphere.,??? ??????? ??? ????? ???? ??? ????.,6,7,1
This will change the scenario.,?? ???????? ????? ???? ?????,5,5,0
"Later, a compromise had been worked out.",??? ??? ???? ?????? ?? ?? ??? ???,7,8,1
"In our case Pakistan has made it as an instrument of its state policy, he said.",????? ????? ??? ????????? ?? ??? ???? ???? ?? ?????? ??? ???? ??.,16,13,3
Zero is an even number.,????? ?? ?? ?????? ???,5,5,0
What will happen if the e-challan is not submitted?,??? ??? ??? ?-????? ??? ? ???? ??? ?? ???? ?????,9,11,2
"Hence the verification work of these accounts was carried out electronically by matching the data of interest statement and the data provided by Government of Gujarat using the tool developed by Shri Miral Khamar, ASP CPC & Mukesh Parmar, System Admin, CPC Gujarat, total 252338 accounts were verified electronically. The rest 12283 accounts could not be verified as the data dump was available upto March 2017","?????? ???? ?? ?????? ???????? ?????????? ?? ??? ?????-?????? ?? ?????????? - ?????? ???? ?? ?????? ???????? ??????????, ?? ??????? ?? ??????? ????? ?? ?????????????? ?? ??????? ??????? ?????? ???? ?????????? ??? ?? ???? ???? ?? ??? 28 ????????, 2017 ?? ?? ?????-?????? ?? ?????????? ????",,46,46
But if we make a mistake there will be a wait of five years before we can rectify it.,????? ??? ?? ???? ?? ???? ??? ?? ??? ???? ???? ???? ?????? ?? ?????? ???? ???? ???,19,18,1
Karnataka stands at 11th position in country with 170 active COVID-19 cases,"???????, ?????-19 ?? ??????? ?? ?? ????? ??? ??? ??? ????? ?????? ?? ??",12,14,2
Thus shall they be entertained on the Day of Recompense.,?????? ?? ??? ??? ???? ??????? ????,10,7,3
"""The concerted, focussed and collaborative efforts of the Centre and the State/UT governments along with support of lakhs of frontline workers have ensured the successful implementation of TESTING aggressively, TRACKING comprehensively & TREATING efficiently through an array of measures including supervised home isolation, and effective clinical management of severe and critical patients through the Standard of Care advised by the Centre","?????? ?? ????? / ??????? ????? ???????? ?? ??????? ?? ???, ????????? ?? ?????????? ???????? ?? ???-??? ????? ????????? ???????????? ?? ?????? ?? ??? ???????? ?? ??????????, ??????? ?????? ???? ??? ?? ?????? ?? ?????? ?? ?????? ?? ????? ??????? ?? ??????? ??????? ??????? ???? ???? ?????? ?? ?????? ??????? ???????, ?????? ???????? ?? ???? ????? ?? ??????????? ???? ???? ????????? ???",,,0
"""The phone has a 16MP front camera for video calling and selfie.","??? ??? 20MP ?? ????? ????? ???? ??? ??, ????? ??? ?? ?????? ?????? ?? ?????? ?? ??? ????? ?? ???? ???",12,22,10
Regular captain Virat Kohli and pace spearhead Jasprit Bumrah are also back in the squad for the entire Australia series after a break and even vice-captain Rohit Sharma will not be resting.,?????? ?????? ????? ????? ?? ??? ???????? ?? ???? ??????? ?????? ?? ?? ??????????? ?? ????? ???? ???????? ?? ???? ????? ??? ?? ?? ???? ?? ?? ?? ?????? ????? ????? ?? ?? ??????? ???? ???? ??? ???,32,38,6
Sushant Singh Rajput case: Mumbai police opposes CBI probe in SC,?????? ????? ??? CBI ???? ?? PIL ?? ?????? ??? ????? ??? ?????? ??,11,14,3
Can 't create window of class% s% s,???? ?? ?????? ?? ??????? ???? ???? ?? ???? ??,8,10,2
Bangladesh is the second-largest garment producer after China.,??? ?? ??? ?????????? ?????? ?? ????? ???? ???? ????? ??????? ???,8,12,4
"""The terms of the Legislative Assemblies of Gujarat and Himachal Pradesh will normally expire as follows:",?????? ?? ?????? ?????? ?? ?????????? ?? ???????? ????? ?? ??????????? ???????? ?? ???? ????:,16,15,1
"Jay Carney, White House Press Secretary","?????? ???? ?? ????? ???? ?? ?????? ?? ??????????? ?? ???,",6,11,5
Dilip Kumar's bungalow is located in the upscale Pali Hill area of Bandra.,???? ??? ??? ?? ????? ????? ?? ????? ??????? ?? ???? ??? ????? ??? ????? ???,13,16,3
Rahul Gandhi may contest Lok Sabha polls from 3 seats,???? ?????? ?? ?? ??? ?? ??? ????? ????? ????? ?? ??? ??? ???? ????,10,15,5
This will ensure better returns for the farmer as well as industry.,???? ????? ?? ?????? ?? ????? ?? ????????? ?????,12,9,3
"""The psalmist also wrote prophetically of the Messiahs peaceful rule: In his days the righteous one will sprout, and the abundance of peace until the moon is no more. Psalm 72: 7.","?????? ?? ?????????? ??? ?? ????? ?? ??????????? ???? ?? ???? ??? ?? ????: “???? ????? ??? ????? ???? ??????, ?? ?? ?? ???????? ??? ?????, ?? ?? ?????? ???? ????? ? ” — ??? ??: ?.",32,37,5
"According to U.S. NIOSH, the immediately dangerous to life and health (IDLH) limit is only 75 ppm.",????????? ????????? ?? ???????? ?????? ?? ?? ????? ?? ?????????? ?? ???????? ???? ?? ?? ???? NIOSH ???? ? ????????? ?? ???? ????? ???? ?? ???? (IDLH) ???? 75 ppm ???,17,31,14
"Asked what is that mindset, the NDB head said, the borrowers mindset is please understand our challenges and lend accordingly.","' ?? ????? ?? ?? '??' ?? ???? ???? ??, ?????? ?? ?????? ?? ???, '???? ???? ???? ?? ?? ?? ??? ???? ???",20,24,4
and an overflowing cup.,?? ???? ????????? ??? ?? ???? ?? ?????? ?????,,9,9
"""This is a win for the double-engine development of PM Modi and Nitish Kumar,"""" Union Home Minister , Amit Shah said in a tweet""",???????? ????????? ???? ??? (Amit Shah) ?? ????? ??? ????? ?? ??? ?? ???? ???? ??? ??? ???????????? ??????? ???? ?? ????? ?? ??????????? ????? ????? ?? ??? ???? ?? ????? ?? ??? ??? ???,24,35,11
"West Bengal Chief Minister Mamata Banerjee, in an appeal to the public, asked them to maintain peace in the state.",?????? ????? ?? ??????????? ???? ?????? ?? ????? ?? ????? ????? ???? ?? ??????????? ????? ?? ???????? ???? ?? ???? ???,20,21,1
Priyanka Chopra and Nick Jonas got married in accordance with Hindu and Christian customs.,???????? ?????? ?? ??? ????? ?? ???? ???? ????? ?? ???? ?? ?? ???,14,14,0
Message From Abroad,??????? ?? ?? ? ??? ??,,6,6
walk this way,???? ??? ????,,,0
Remember: Jehovah is near to those that are broken at heart. and those who are crushed in spirit he saves. Psalm 34: 18. Practicing What Is Bad,"??? ????: “????? ???? ??????? ?? ???? ???? ??, ?? ???? ???? ?? ?????? ???? ?? ? ” — ??? ??: ??.",27,22,5
"""The film is in production stages currently.",????? ?????? ??????? ?? ????? ??? ??? ???,7,8,1
It is a huge honour to have been chosen by a production house like Yash Raj Films as their heroine.,?? ??? ??????? ???? ????????? ???? ?????? ?????? ?? ??? ??? ???? ???? ???? ??? ?? ???? ???? ?????? ???,20,20,0
Majid Majidi's film Beyond the Clouds was the opening film at 48th International Film Festival of India.,???? ?? 48??? ????????????? ????? ?????? ?? ?????? ????? ???????? ????? ???????? ????? ????? ?? ????? ????? ‘?????? ? ????????’ ?? ???? ?? ????????? ???? ???,17,26,9
"""The accused was brought here by the Punjab Police from Nabha Jail.",????? ???? ?? ?????? ?? ???????? ???? ??? ???,12,9,3
Simmons was named Player of the Match and Pollard was named Player of the Series.,????? ?? ??? ?? ?? ??? ?? ????? ??????? ?? ?????? ?? ? ????? ???? ????,15,16,1
"""The Egyptian who bought him said to his wife, """"Be kind to him, perhaps he will be of some benefit to us or we may adopt him."""" Thus, We settled Joseph in the land so that We could teach him the interpretation of dreams. God has full control over His affairs but most people do not know.""",(????? ?? ???? ????? ?????? ?? ???? ??? ???? ??? ??? ??? ????) ?? ????? ?? ????? ?? (?????? ?????) ????? (???? ?????? ?? ???? ???? (????????) ?? ???? ??? ???? ?????? ? ???? ?? ??? ??? ???? ?? ???? ??? ??? ??????? ?? (????) ???? ???? ???? ?? ??? ??? ?? ?? ???? ????? ?? ????? (?????) ??? (??? ????) ??????? ????? ?? ????? ?? ?? ?? ???? ??? ????? ?? ????? ?? ????? ?????? ?? ????? ?? ???? ??? ?? (?? ??? ??) ?????? ? ?????? ?? ??? ??????? ??? (????) ???? ?????,,,0
Bollywood actor Ranveer Singh is known for his flamboyant nature and unique style.,??????? ??? ????? ???? ??????? ?? ???-??? ???? ???-?????? ?????? ?? ??? ???? ???? ???.,13,15,2
"Two rebel Congress MLAs, Alpesh Thakor and his close aide Dhavalsinh Jhala, cross-voted for the BJP.",???????? ?? ?? ???? ????????--?????? ????? ?? ???? ????? ?????? ??? ???? ???? ?? ????? ?? ???? ??? ????? ?????,16,20,4
Reproductive organs in male and femel forms of life.,???? ?? ?? ?? ???? ???????? ?? ?????? ?? ????,9,10,1
"""The corporation earns around Rs 30 crore annually from water supply in the city.",??? ???? ?? ???? ?????? ?? ?? 30 ????? ?? ???? ?? ??? ???,14,14,0
"During training, a stipend of Rs 14,600 per month will be paid.","???? ???? ?? ???????? ?????? ?? ????? 14,600 ???? ????? ????? ????????",12,12,0
"Seamer Mohammed Shami on Wednesday became the fastest Indian to claim 100 wickets in One-day Internationals, reaching the mark in the opening match against New Zealand here.",??? ??????? ??????? ??? ?????? ?? ?????????? ?? ????? ???? ?? ?????? ??????? ??? ?? ????? ?? ??????? ??? ???? ??? 100 ????? ???? ???? ?????? ??????? ?? ???,27,29,2
"""The second tableau titled Bharatiya Nau Sena aur Nari Shakti will project the extraordinary accomplishment of four of the Indian Navys women officers who braved the vagaries of the seas and participated in an ocean voyage from Goa to Rio-de-Janeiro in Brazil on board Indian Naval Sailing Vessel Mhadei.",????? ?? ??? ????? ??????? ????? ????? ????????? ?????? ?????? ?? ??? ?????? ??? ???? ?? ???? ??????? ?? ????-??-???????? ?? ?????? ?? ???????? ?? ??????? ?? ????? ???? ??? ??????? ?????? ??? ?????? ???? ???,49,36,13
How do we demonstrate our support for the arrangements made by Jehovahs organization?,"?? ??? ????? ??, ?????? ??? ??? ?????? ???????? ?????? ?? ????? ?????? ?",13,14,1
"""General Naravane went to Kumari Ghar in Kathmandu Durbar Square and worshipped Living Goddess """"Kumari"""" and later toured around Basantapur Durbar Square along with his spouse Veena Naravane.""","""???? ????? ???????? ????? ???????? ??? ?????? ?? ?? ?? ???? """"??????"""" ?? ???? ???""",28,15,13
So why is this controversial?,?? ??? ???? ????? ?????,5,5,0
Virat Kohli raises his bat after remaining unbeaten on 157.,????? ????? ?? ????? ???? ??? 157 ?? ?????,10,9,1
"Tendulkars homework before facing any particular bowler, be it Shoaib Akhtar or Shane Warne, is a stuff of legends and he offered a tip to the Indian batsmen for their net session.","’’ ???? ????? ??? ?? ??? ?????, ???? ?? ??????? ?? ????? ???? ?? ??? ???????? ???? ?????? ?? ??? ????? ?? ?? ???????? ??? ???? ?? ??? ?????? ?????????? ?? ????? ?? ????",32,34,2
"In Delhi, petrol was priced at Rs 69.75 per litre while it was Rs 72.45 per litre in Chennai.","?????? ??? ?? ??????? ?? ??????, ??? ?? ??????? ?????? ??? ??????? 72.95 ????? ????? ????, ???? ???? 66.46 ????? ????? ???? ??? ??? ??, ??????? ?? ??????? ?????? ??? ??? ????? ???? ??? ???",19,35,16
"Besides, the physically challenged member can seek advance for purchasing equipment to deal with handicap under Para 68-N.","??? ??????, ??????? ??? ?? ???? ????? ????? 68-?? ?? ??? ????? ????? ?????? ?? ???? ???? ????? ???? ????",18,20,2
We didnt have lot of water to drink in the summer.,???????? ??? ???? ?? ??? ???? ???? ???? ???,11,9,2
"Since then,the accused had been harassing her.",???? ??? ?? ????? ???? ????? ???? ????,7,8,1
"Similarly, section 255 is in pari materia with article 234 of the Constitution.","??? ??????, ???? 235, ??????? ?? ???????? 234 ?? ??????? ???",13,11,2
"O My fellow inmates, are diverse lords better, or God, the One, the Supreme?",? ?????? ?? ???? ???????! ???? ???-??? ????-?? ?? ????? ?? ?? ????? ?????? ????? ???????? ???? ???,14,18,4
"Opponents are always trying to get you out, trying to outsmart you and you need to stay ahead of them.",?????? ????? ???? ??? ???? ?? ???? ????? ???? ?? ????? ???? ??? ?? ???? ???? ??? ???? ?????.,20,19,1
"""The Indian Air Force, however, stuck to its stand on Friday, saying that it had conclusive proof of shooting down a PAF F-16 on February 27.",??????? 28 ????? ?? ?????? ???? ???? ?? ????? ???????? ??? ??-16 ?????? ??????? ?? ?????? ?? ?????? ????? ??.,26,20,6
"with concerned stake holders, Ministries/ departments of Government of India along with representatives of some State/UT Governments and CSOs under the Chairpersonship of Secretary, Women and Child Development has been constituted to tackle the menace of trafficking.","??????? ????? ?? ??????????/???????, ???????, ????? ?? ??????? ?? ???? ?? ?-????????/?-???????? ??????????? ?? ?????, ???? ?? ????? ?? ??? ?????? ?????? ??? ?????, ?????? ??????????, ????????????? ????? ?? ??????? ?? ?????? ????, ????? ?????? ?? ???????? ??? ?????? ?????????? ?????? ???? ??? ??",37,44,7
